date,close
2014-10-28,1.383
2014-10-29,1.404
2014-10-30,1.401
2014-10-31,1.402
2014-11-03,1.413
2014-11-04,1.405
2014-11-05,1.403
2014-11-06,1.413
2014-11-07,1.398
2014-11-10,1.413
2014-11-11,1.37
2014-11-12,1.393
2014-11-13,1.382
2014-11-14,1.378
2014-11-17,1.393
2014-11-18,1.392
2014-11-19,1.399
2014-11-20,1.397
2014-11-21,1.413
2014-11-24,1.436
2014-11-25,1.457
2014-11-26,1.462
2014-11-27,1.474
2014-11-28,1.469
2014-12-01,1.462
2014-12-02,1.481
2014-12-03,1.5
2014-12-04,1.53
2014-12-05,1.499
2014-12-08,1.519
2014-12-09,1.457
2014-12-10,1.514
2014-12-11,1.533
2014-12-12,1.542
2014-12-15,1.567
2014-12-16,1.57
2014-12-17,1.558
2014-12-18,1.562
2014-12-19,1.548
2014-12-22,1.489
2014-12-23,1.456
2014-12-24,1.475
2014-12-25,1.504
2014-12-26,1.519
2014-12-29,1.496
2014-12-30,1.47
2014-12-31,1.489
2015-01-05,1.513
2015-01-06,1.536
2015-01-07,1.537
2015-01-08,1.523
2015-01-09,1.515
2015-01-12,1.493
2015-01-13,1.514
2015-01-14,1.508
2015-01-15,1.533
2015-01-16,1.547
2015-01-19,1.48
2015-01-20,1.532
2015-01-21,1.57
2015-01-22,1.596
2015-01-23,1.581
2015-01-26,1.615
2015-01-27,1.619
2015-01-28,1.611
2015-01-29,1.601
2015-01-30,1.582
2015-02-02,1.575
2015-02-03,1.604
2015-02-04,1.596
2015-02-05,1.585
2015-02-06,1.554
2015-02-09,1.545
2015-02-10,1.564
2015-02-11,1.581
2015-02-12,1.594
2015-02-13,1.619
2015-02-16,1.651
2015-02-17,1.659
2015-02-25,1.655
2015-02-26,1.675
2015-02-27,1.692
2015-03-02,1.728
2015-03-03,1.716
2015-03-04,1.749
2015-03-05,1.745
2015-03-06,1.72
2015-03-09,1.749
2015-03-10,1.759
2015-03-11,1.758
2015-03-12,1.756
2015-03-13,1.778
2015-03-16,1.835
2015-03-17,1.86
2015-03-18,1.889
2015-03-19,1.908
2015-03-20,1.925
2015-03-23,1.999
2015-03-24,1.981
2015-03-25,1.999
2015-03-26,1.983
2015-03-27,2.015
2015-03-30,2.05
2015-03-31,2.042
2015-04-01,2.095
2015-04-02,2.132
2015-04-03,2.164
2015-04-07,2.219
2015-04-08,2.187
2015-04-09,2.176
2015-04-10,2.243
2015-04-13,2.243
2015-04-14,2.243
2015-04-15,2.1916
2015-04-16,2.2109
2015-04-17,2.2261
2015-04-20,2.1924
2015-04-21,2.2706
2015-04-22,2.3407
2015-04-23,2.3556
2015-04-24,2.3637
2015-04-27,2.3895
2015-04-28,2.318
2015-04-29,2.3685
2015-04-30,2.3836
2015-05-04,2.3999
2015-05-05,2.3099
2015-05-06,2.2704
2015-05-07,2.2227
2015-05-08,2.3211
2015-05-11,2.4428
2015-05-12,2.4713
2015-05-13,2.4941
2015-05-14,2.4842
2015-05-15,2.4702
2015-05-18,2.517
2015-05-19,2.581
2015-05-20,2.6247
2015-05-21,2.7438
2015-05-22,2.7811
2015-05-25,2.8316
2015-05-26,2.9443
2015-05-27,2.9768
2015-05-28,2.7845
2015-05-29,2.8414
2015-06-01,3.0213
2015-06-02,3.1015
2015-06-03,3.0805
2015-06-04,3.0864
2015-06-05,3.1587
2015-06-08,3.0953
2015-06-09,3.113
2015-06-10,3.1649
2015-06-11,3.2237
2015-06-12,3.2798
2015-06-15,3.2052
2015-06-16,3.0794
2015-06-17,3.148
2015-06-18,3.0398
